index,product,category,sub_category,brand,sale_price,market_price,type,rating,description
14823,Youth Infinity Skin Firming Serum,Beauty & Hygiene,Skin Care,Lakme,771.75,1029.0,Face Care,3.9,"Flaunt youthful skin that exudes radiance and glow with the Lakme Youth Infinity Skin Firming Serum. This anti-aging serum is endowed with the skin lightening qualities of luminizing pearl that instantly brightens your skin tone. It visibly reduces spots, blemishes, patchy skin, and wrinkles to give you a youthful look. The Insta Collagen boosters tighten your skin by improving its elasticity. The Lakme Youth Infinity Skin Firming Serum nourishes and replenishes your skin to its youthful avatar. Use it regularly, and get freedom from dullness. Subtract the years and get ready to add up the compliments you get! Get the 10 benefits of a facial in one product with the first-of-its-kind sculpting serum from Lakmé. It increases your skin’s luminosity along with hydrating it to achieve firmness and elasticity of the skin. A daily deep action treatment, the serum is suitable for all skin types."
14831,Cherry Lip Balm,Beauty & Hygiene,Skin Care,Kaya Clinic,157.5,175.0,Lip Care,3.2,1. The skin on your lips is thinner than your facial skin and requires nourishing care to keep it supple and hydrated2. Kaya Derma Naturals lip balms are a handbag essential that comes in stick format which is easy to use and carry when you are out and about 3. Heals dry and chapped lips 4. Moisturised and softens lips 5. Soft glossy look 6.Contains SPF protection
14842,Brightening Day Cream,Beauty & Hygiene,Skin Care,Kaya Clinic,712.5,950.0,Face Care,2.8,Brightening day cream with a unique potent whitening active azeloyl glycine works to give you notably lighter and brighter skin. Anti-oxidant Vitamin C helps fight free radicals and improves skin texture. UV protection system protects skin against harmful effects of UV rays. Formula researched and developed by dermatologists.
14860,Pure Rose Toner,Beauty & Hygiene,Skin Care,BIOTIQUE,165.0,220.0,Face Care,5.0,Biotique Pure Rose Toner is made with pure rosewater. It is a rejuvenating mist that helps tone and refreshes both face and body. Its light cleansing action removes dust and impurities. Its hydrating properties soothe and rejuvenate skin.
14948,Cocoa Butter Intensive Body Lotion,Beauty & Hygiene,Skin Care,Himalaya,128.0,160.0,Body Care,4.2,"Specially formulated for dry skin. Himalaya's Cocoa Butter Intensive Body Lotion is specially formulated for dry skin. It intensely moisturizes, softens and smoothens your skin. Cocoa Butter's deep-penetrating, natural ingredients help repair and nourish skin as well as making it supple. Our moisturizer is enriched with the goodness of Cocoa Butter and Wheat Germ Oil, which replenish the lost moisture in dry skin. Naturally derived ingredients restore skin's elasticity, leaving it softer and more toned than before."
14965,Skin Naturals - Micellar Oil-Infused Cleansing Water,Beauty & Hygiene,Makeup,Garnier,157.5,225.0,Face,4.4,"Garnier Micellar Oil-Infused Cleansing Water is a make-up remover that removes make-up and other impurities from your skin easily. It is enriched with cleansing molecules called Micelles that attract make-up and other impurities, lifting them away from your pores, just like a magnet. No rubbing is needed.Garnier Micellar Oil-Infused Cleansing Water is perfect for heavy and waterproof make-up. If lighter make-up is more your style, you can try Garnier Micellar Cleansing Water."
15015,"Body Massage Oil - Stimulating, Bio Citron",Beauty & Hygiene,Skin Care,BIOTIQUE,101.25,135.0,Aromatherapy,4.3,"This stimulating formula is a blend of pure citron with anti-oxidant Vitamin E, lavender and groundnut oils, to relieve body fatigue and soreness. Specially formulated for a full-body spa massage, it enhances circulation and smoothes the way for energized, healthy-looking body skin."
15081,Hydrafresh Anti-Ox Spa Water,Beauty & Hygiene,Skin Care,Loreal Paris,650.0,650.0,Face Care,4.0,"The LOreal Paris Hydrafresh Anti-OX Spa Water is antioxidant-packed, hydrating facial water that keeps skin hydrated and soft. This refreshing and hydrating spa water contains French Grape Polyphenols that are rich in powerful antioxidants helping neutralize free radicals caused by daily aggressions. It immediately quenches skin and adds radiance. Blended with French Vosges Spa Water which is naturally rich in minerals."
15095,Youth Eternity Under Eye Cream,Beauty & Hygiene,Skin Care,Himalaya,393.75,525.0,Eye Care,3.5,"Himalaya Youth Eternity Under Eye Cream is a breakthrough anti-ageing formulation derived from Plant Stem Cell Research and Exotic Herbal Actives. Rich in anti-ageing and anti-inflammatory properties, this is a superior blend of ingredients like Edelweiss Plant Stem Cells, Woodfordia, Rose Myrtle, Cipadessa, and Amla. The under-eye cream gently nourishes and hydrates the tender skin around your eyes, leaving it remarkably bright, healthy, and youthful. It reduces crows foot, wrinkles, and fine lines. The antioxidant treats puffy morning eyes and reduces under-eye pigmentation & dark circles. It instantly hydrates the skin to make the eyes look brighter."
15103,"Energy Shower Gel With Mint Extracts For Body, Face & Hair",Beauty & Hygiene,Bath & Hand Wash,Nivea Men,191.04,199.0,Bath & Shower,4.1,"Nivea Shower Gel - Energy will energize your senses, while the soap-free formula with mint extracts will clean your skin, leaving you energized and invigorated.  For Beauty tips, tricks & more visit https://bigbasket.blog/"
15117,Disney Pixar Cars - Bio Nutty Almond Nourishing Soap,Beauty & Hygiene,Bath & Hand Wash,BIOTIQUE,41.25,55.0,Bathing Bars & Soaps,4.0,"This clear soap is blended with nourishing almond, margosa and coconut oils, mixed with turmeric and wild turmeric, to gently wash away body impurities, without disturbing the skins natural pH balance. It is recommended for sensitive body types."
15126,Organic Bamboo Based Wipes,Baby Care,Diapers & Wipes,Mamaearth,198.0,198.0,Baby Wipes,4.4,"I know how much mess a little one can make and that is why I am here to help you. Whether you're changing a diaper or need to wipe up baby's face after a messy meal, I am gentle and safe for all parts of your baby's delicate skin. I am paediatrician tested, hypoallergenic wipe, soft and ideal for sensitive skin. I am made from 100% organic bamboo and hence I don't cause rashes. I am enriched with shea butter, almond oil and aloe vera to gently nourish your baby's skin. I am an earth-friendly biodegradable alternative to traditional polyester based wet wipes."
15134,"Body Lotion for Very Dry Skin - With 2x Almond Oil, For Men & Women",Beauty & Hygiene,Skin Care,Nivea,383.6,548.0,Body Care,4.4,Say hello to deeply moisturised skin with the new Nivea nourishing lotion body milk with deep moisture serum. This rich and creamy formula with 2 times more almond oil deeply moisturises and softens your dry skin. The lotion gives you deep moisturisation for up to 48 hours after a single application.
15164,Palette Intensive Colour Cream Lightener 10-1 Arctic Silver Blonde,Beauty & Hygiene,Hair Care,Schwarzkopf,325.0,325.0,Hair Color,3.0,"The formula with high intensive pigments deeply penetrates the hair sealing in the colour for anti-fade protection. For a long-lasting colour intensity and up to 4 levels of lift.The formula and the care mask together with the Triple Care System – Keratin, Panthenol, Nutri-Oil – care for the hair.For up to 20% more care, Palette strengthens, smoothens and seals the hair for a beautiful long-lasting colour. As compared to the previous formula"
15179,Winter Defense Moisturizing Cream,Beauty & Hygiene,Skin Care,Himalaya,67.5,75.0,Body Care,4.3,"An effective blend of herbal extracts that moisturizes even the extremely dry areas of your skin An effective blend of herbal extracts that moisturizes even the extremely dry areas of your skin, Himalaya Herbals Winter Defense Moisturizing Cream is enriched with Wheat Germ, a rich source of Natural Vitamin E that protects skin from environmental damage. Jojoba Oil and Almond Oil repair and deeply nourish dry skin, keeping it soft and supple even during the harshest, winter months."
15191,Disney Mickey - Bio Berry Baby Body Wash,Baby Care,Baby Bath & Hygiene,BIOTIQUE,135.0,180.0,Baby Bath,4.5,"This gentle, 100% soap-free, body wash is a natural blend of wild berries, sandalwood oil, honey and aloe vera to make babys and mommys bath time a delightful experience. Light-foaming, it has a pH balanced formula that refreshes and nourishes the sensitive skin, without dryness or irritation, for a soft and comforting feeling."
15227,"Face Pack - Bio Mud Firming, Bxl Cellular",Beauty & Hygiene,Skin Care,BIOTIQUE,749.25,999.0,Face Care,4.0,"This firming and revitalizing mud pack is blended with magnesium, calcium and iodine mineral salts, and essential oils of basil, geranium, lavender and peppermint, to help lift, tighten and reduce the appearance of lines and wrinkles.Tip: Following a regular skin care regime can help you achieve flawless skin. For more tips on skin care, visit bigbasket lifestyle blog, Click Here to visit bigbasket’s lifestyle blog"
15294,Gliss Hair Repair Ultimate Oil Elixir Oil Replacement,Beauty & Hygiene,Hair Care,Schwarzkopf,425.0,425.0,Hair & Scalp Treatment,4.5,"Gliss Hair Repair Ultimate Oil Elixir Oil Replacement Prevents Breakage & Fights Frizz forGorgeous soft hair. Hate hair drama? Then try Gliss Hair Repair products for beautiful, restored and healthy-looking hair. Gliss Hair Repair with breakthrough patented hair-identical Keratin leverage technology to up to 10 layers deep. Combined with essential benefits like colour protection, intense hydration, long-lasting volume, and weightless nourishment, you get the repair you need without having to compromise."
15314,Intense Clarity System Kit,Beauty & Hygiene,Skin Care,Kaya Clinic,1261.0,1940.0,Face Care,4.0,"Improve skin tone and visibly reduce dark spots with kaya intense clarity system. This 3-step regime helps you fight the effects of pigmentation. Give your skin the bright, clear look that'll make you shine wherever you go!"
15328,"Syoss - Repair Therapy, 02 Conditioner",Beauty & Hygiene,Hair Care,Schwarzkopf,425.0,425.0,Shampoo & Conditioner,3.0,"The Syoss Repair Therapy with micro repair peptides, developed with and tested by hairdressers, strengthens and improves the structure of each hair from roots to tips. For salon-beautiful hair like directly after the hairdresser – every day."
15336,White Perfect - Day Cream,Beauty & Hygiene,Skin Care,Loreal Paris,250.0,250.0,Face Care,4.2,"WHITE PERFECT Fairness Control Day Cream lightens the skin tone and reduces brown spot Melanin Vanish*: regulates the production of melanin for a visible reduction of darkness and brown spots  Tourmaline Gemstone: Helps stimulate microcirculation helping give the skin a intense radiance and a rosy glow and Mexoryl SX : A patented; powerful UV filter system.  For Beauty tips, tricks & more visit https://bigbasket.blog/"
15414,Basil & Parsley Body Cleanser,Beauty & Hygiene,Bath & Hand Wash,BIOTIQUE,105.0,140.0,Bathing Bars & Soaps,4.2,"Basil originated in India, has been in beloved herbs for its curative as well as culinary powers. This clear soap is a blend of pure basil, parsley, margosa, wheat germ and coconut oil to gently wash away any impurities without disturbing the skin's natural pH balance. This 100% natural product is best for a naturally healthy skin."
15457,Taft Ultra Wax,Beauty & Hygiene,Men's Grooming,Schwarzkopf,425.0,425.0,Hair Care & Styling,1.0,Schwarzkopf All Weather Taft Ultra Wax builds the perfect finish to your chic hairstyle. Now you don't have to worry about how intact your hairstyle stays in different weather conditions as this hair wax gives the right texture and hold.
15469,Taft Looks Marathon Power Gel - Long Lasting Hold 6,Beauty & Hygiene,Hair Care,Schwarzkopf,425.0,425.0,Hair Care & Styling,4.0,"Schwarzkopf Taft marathon looks like 48 hours long-lasting and holds 6 power gel of 150 ml. Schwarzkopf Taft gel marathon cube is the first Taft gel for 48h long-lasting and holds under all circumstances, without leftovers and without sticking. The formula with high endurance polymers is extremely flexible, allowing you with your hands through your hair can go without it loses strength."
15574,"Skin Naturals - Hydra Bomb, Face Serum Sheet Mask, Blue",Beauty & Hygiene,Skin Care,Garnier,211.61,297.0,Face Care,4.1,"Garnier introduces a new generation of face masks for women that infuses skin with 1 week of serum with 1 mask. Use Garnier Hydra Bomb Sheet Mask if you have dry and dehydrated skin. It is enriched with anti-oxidant Pomegranate extracts and will intensely hydrate your skin and replenish its lost moisture just 15 mins. The tissue mask has been dermatologically tested. How to use – Unfold the mask. Apply on clean face with blue protective film facing outwards. Remove the blue film.Adjust the mask to the contours of your face.Leave it on for 15mins. Remove mask and gently massage your face with the excess serum. • Garnier tissue face masks provide your skin with deep hydration • Hydra Bomb Sheet Mask is enriched with anti-oxidant pomegranate • Perfect for dehydrated and dry skin • Intensely hydrates the skin and replenishes moisture • 1 mask gives you one week of serum • Suitable for all skin types, including sensitive skin"
15672,Bio Henna - Fresh Powder Hair Colour For Dark Hair,Beauty & Hygiene,Hair Care,BIOTIQUE,149.25,199.0,Hair & Scalp Treatment,4.3,"This traditional, fresh ground powder is a natural blend of henna leaves, mango kernel and the bark of Arjun tree. Mixed with water, these exotic ingredients dissolve into a luxurious paste to nourish and enlighten hair with rich brown colour and shine."
15691,Color Protect Conditioner,Beauty & Hygiene,Hair Care,Loreal Paris,159.2,199.0,Shampoo & Conditioner,4.4,"Colour Protect Conditioner by Loreal Paris nourishes the hair and transforms its surface, keeping the hair protected and prolonging the colour radiance. The Colour Protect formula with UV filter- Light Reflecting System combines an active nourishing ingredient and filters for colour treated hair. It nourishes the hair and transforms its surface so your hair feels silky to touch. Colour Protect Conditioner also helps protect the hair fibre from external aggressions and accentuates the colour’s radiance.L’Oréal Paris offers hair conditioners for every concern and hair type. Whether you’re looking to moisturise dry hair, want a conditioner for coloured hair, or want to help repair damaged hair with a deep conditioner, we have the hair conditioner - and shampoo - that best fits your needs!"
15693,Apple Cider Vinegar Face Wash,Beauty & Hygiene,Skin Care,BIOTIQUE,168.75,225.0,Face Care,3.0,Biotique Apple Cider Vinegar Face Wash is enriched with apple cider vinegar. It rejuvenates and energizes your skin. This face wash gives you a clear complexation by removing tan and blackheads. It unclogs the pores giving you a healthy glow. It is made with all pure ingredients and is preservative-free. This face wash comes with anti-inflammatory and antiseptic properties. It helps remove pollution.
15704,Palette Intensive Colour Cream Long Lasting Intensity 7-0 Medium Blonde,Beauty & Hygiene,Hair Care,Schwarzkopf,325.0,325.0,Hair Color,4.5,"The formula with high intensive pigments deeply penetrates the hair sealing in the colour for anti-fade protection. Long-lasting colour intensity for weeks and perfect grey coverage. The formula and the care mask together with the Triple Care System – Keratin, Panthenol, Nutri-Oil – care for the hair. For up to 20% more care, Palette strengthens, smoothens and seals the hair for a beautiful long-lasting colour. As compared to the previous formula Features: 1) Long-Lasting Intensity 2) Colour seal for anti-fade protection 3) Extra care during & after colouration 4) Perfect grey coverage"
15762,Cool Kick Men Deodorant - 48h Long lasting Freshness,Beauty & Hygiene,Fragrances & Deos,Nivea,189.0,210.0,Men's Deodorants,3.7,"Nivea Men Cool Kick Deodorant is a deodorant for men who want an instant cool kick of freshness with effective antiperspirant protection. This body spray gives instant freshness, even after a long journey or a workout. 
Enriched with a Cool Care formula, this men’s deodorant gives a lasting feeling of freshness. Its effective antiperspirant formula along with antimicrobial actives regulates sweat and reduces the formation of odour causing bacteria in the underarms to ensure day-long body odour protection.
For Beauty tips, tricks & more visit https://bigbasket.blog/"
15899,"Vitamin C Kit - Face Wash, Night Cream & Face Cream",Beauty & Hygiene,Skin Care,Mamaearth,1597.0,1597.0,Face Care,,"Gentle clouds of frothy foams infused with the goodness of Vitamin C and Turmeric - that’s Mamaearth Vitamin C Foaming Face Wash for you. Fresh and effective, Mamaearth Vitamin C Foaming Face Wash is loaded with antioxidants as well as brightening and acne preventing properties. Plus, it comes with a super-efficient built-in brush that massages while cleansing. With dollops of cooling benefits thanks to Cucumber and Aloe Vera, this foaming face wash is like a shot of freshness. Use it in the morning to prepare your skin or wash off the toils of the day at night, this is the breath of freshness your skin needs. It comes with a brush applicator that makes application easy, effective and helps Vitamin C and Turmeric to penetrate deep within the skin. Dermatologically tested, this Vitamin C Foaming Face Wash has no harmful chemicals and is free of Toxins, Parabens, and Mineral Oils. Screen reader support enabled. Gentle clouds of frothy foams infused with the goodness of Vitamin C and Turmeric - that’s Mamaearth Vitamin C Foaming Face Wash for you.
You lead a busy life between family, friends, work and the daily grind, your skin gets exposed to dirt, pollution, harmful UV rays, and harsh weather conditions. This causes your skin to lose its radiance; it also starts showing signs of premature ageing. That’s why your skin needs some extra love and care during the night.Mamaearth Vitamin C Sleeping Mask is an overnight restorative gel-cream sleeping mask that replenishes lost radiance and reduces signs of ageing, as it works throughout the night. With this sleeping mask by your side, you will wake up with more radiant and hydrated skin. This Vitamin C Sleeping Mask is just the thing you need to add to your night-time routine!The product is dermatologically tested to ensure that it is suitable for all skin types. It contains no harmful chemicals, toxins, or parabens and is 100% safe to add to your night time skin regimen.
If there’s one ingredient you need in your skincare routine, it’s Vitamin C. This powerhouse brightens your skin naturally and reduces signs of ageing. Mamaearth Vitamin C Face Cream with Vitamin C and SPF 20 is lightweight, provides hydration, and gives your face a natural glow.
Enriched with Niacinamide and antioxidants, it fights photoaging, free-radical damage, and repairs skin cells to reveal healthy and radiant skin.Suitable for all skin types, Mamaearth Vitamin C Face Cream has no harmful chemicals and is free of Parabens, toxins, and mineral oils."
15907,Moisture Rich Rose Soap - For Moms,Baby Care,Mothers & Maternity,Himalaya,70.0,70.0,Maternity Personal Care,4.6,"Himalaya FOR MOMS Moisture Rich Rose Soap is specially designed for new moms. A rich blend of natural and deeply nourishing ingredients like Extra Virgin Coconut Oil, Cocoa and MangoButters, this soap will pamper you, leaving your skin feeling soothed and hydrated. The aromatherapy benefits of rose uplift the mind, making your bathtime a luxurious experience."
15963,"Syoss - Oleo 21 Intense Care, 01 Shampoo",Beauty & Hygiene,Hair Care,Schwarzkopf,425.0,425.0,Shampoo & Conditioner,4.4,Syoss Oleo intense thermo care keratin shampoo 500 mL In Depth care Oil Shampoo very dry strawy hair intensive nourishing with a precious oilthermo active care formula for optimal results under heat.
16014,Vitamin C Face Mask With Vitamin C & Kaolin Clay For Skin Illuminitation,Beauty & Hygiene,Skin Care,Mamaearth,499.0,499.0,Face Care,4.7,"We all dream of bright and spotless skin. But the hustle of daily life often takes a toll on our skin’s health. Dirt, pollution, UV rays, and extreme weather conditions damage the skin while stealing its natural glow.Mamaearth Vitamin C Face Mask will help bring back that radiance! Power-packed with the goodness of Vitamin C and Kaolin Clay, it will make your skin bright, healthy, and spotless.The product is dermatologically tested and is suitable for all skin types. It contains no Parabens, harmful chemicals, toxins, or mineral oils and is 100% safe to add to your skincare regimen."
16021,UV Perfect Aqua Essence,Beauty & Hygiene,Skin Care,Loreal Paris,515.0,515.0,Face Care,4.4,"L'Oreal Paris offers this UV Perfect Aqua Essence Sunscreen Moisturiser that will help in shielding your skin from the harmful sun rays in summers. Ideal for everyday use, this moisturizer with SPF 50 is a must-have in your skincare kit. It provides 12H of UVA and UVB protection that helps to repair the skin against signs of aging. Vitamin E helps the skin fight against free radicals. It is extremely light and gets easily absorbed in the skin. It contains SPF 30 UVB and UVA filters to give you long-lasting sun protection. It can be applied over makeup."
16026,"Lip Balm - Disney Limited Edition, Watermelon Shine",Beauty & Hygiene,Skin Care,Nivea,185.0,185.0,Lip Care,,Enrich your lips with the care and protection of Nivea Watermelon Shine Caring Lip Balm. It has the goodness of watermelon aroma and natural oils that provide long-lasting moisturisation and give a hint of colour to your lips.
16124,Himalaya Nourishing Skin Cream,Beauty & Hygiene,Skin Care,Himalaya,165.0,220.0,Body Care,4.3,"Himalaya's Nourishing Skin Cream is a light, nongreasy, daily-use cream, which provides all-day moisturizing, nourishment and protection. Himalaya's Nourishing Skin Cream is a light, nongreasy, daily-use cream, which provides all-day moisturizing, nourishment and protection. The cream is blended with the extracts of Aloe Vera, Winter Cherry, Indian Kino Tree and Indian Pennywort, which protect your skin from pollution and dry weather, providing nourishment and moisture.It is dermatologically-tested, non-comedogenic and hypoallergenic."
16229,Taft Ultra Wet Gel - Ultra Strong 4,Beauty & Hygiene,Hair Care,Schwarzkopf,425.0,425.0,Hair Care & Styling,,"Taft by Schwarzkopf gel protects from all the weather conditions for 24 hours. The ultra wet strong gel has no resistance and non-sticky. This gel will strengthen your hair and also, acts as a resistant to your hair."
16290,Gliss Hair Repair Ultimate Repair Oil Replacement,Beauty & Hygiene,Hair Care,Schwarzkopf,425.0,425.0,Hair & Scalp Treatment,,"Gliss Hair Repair Ultimate Repair Oil Replacement Prevents extreme damage repair, is anti-frizz and softness. It helps with heat protection. Hate hair drama? Then try Gliss Hair Repair products for beautiful, restored and healthy-looking hair. Gliss Hair Repair with breakthrough patented hair-identical Keratin leverage technology to up to 10 layers deep. Combined with essential benefits like colour protection, intense hydration, long-lasting volume, and weightless nourishment, you get the repair you need without having to compromise."
16300,"Day Cream With SPF 20+, Whitening & Tightening Face Cream With Moringa & Pomegranate Oil",Beauty & Hygiene,Skin Care,Mamaearth,599.0,599.0,Face Care,3.3,"Hi! I am Mamaearth's lightweight and non-greasy daily moisturizing day cream. My fast-absorbing formula binds moisture to skin for all-day hydration for softer, smoother and healthier skin with no after use white cast. I deeply penetrate the skin not making your skin feel oily or sticky. SPF 20 helps protect skin against damaging sun exposure and UVA/UVB rays. Moringa oil and Rice Bran Oil together shields the skin from harmful pollutants and sun rays. Pomegranate oil hydrates and maintain moisture in the skin for up to 24 hours."
16409,Aloe & Cucumber Refreshing Body Lotion,Beauty & Hygiene,Skin Care,Himalaya,76.5,85.0,Body Care,4.0,"Aloe & Cucumber Refreshing Body Lotion is a light and cool body lotion that hydrates and refreshes your skin without leaving it sticky Himalaya's Aloe & Cucumber Refreshing Body Lotion is a light and cool body lotion that hydrates and refreshes your skin without leaving it sticky. The fast-absorbing, daily-use body lotion is enriched with Aloe Vera and Cucumber, which leave your skin smooth and refreshed. Best used after bathing when your skin is most receptive to hydration."
16431,Hydrafresh Anti-Shine Gel,Beauty & Hygiene,Skin Care,Loreal Paris,570.0,570.0,Face Care,4.8,"L'Oreal Paris Hydrafresh Anti-Shine Gel contains deep marine source water enriched in minerals to improve skin moisture and help prevent water loss. Enriched in Zinc, known for its powerful sebum regulating properties, this Icy gel helps to bring shine control. The formula also contains micro-sponges that help to absorb the excess sebum for immediate and long term matt skin. Day after day skin gets rid of shininess and pores are clear and tightened. Skin is smooth and evened out."
16453,Milk Delights Face Wash With Saffron For Normal Skin,Beauty & Hygiene,Skin Care,Nivea,140.0,175.0,Face Care,4.4,"Presenting New Nivea Milk Delights Face Wash which has the goodness of milk proteins and precious saffron. Formulated specifically for the normal skin type, it gives you healthy-looking skin. 
It cleans the face from within making it healthy and dirt-free."
16483,5-Flower Insta-Brightening Facial Mask,Beauty & Hygiene,Skin Care,Kaya Clinic,125.0,125.0,Face Care,4.3,"This Kaya facial sheet mask is enriched with 5-Flower Insta-Brightening benefits It brightens your skin by gently removing impurities that can make your skin look dull Deliver highly concentrated hydrating and brightening ingredients into the skin. It is potent with the flower extract of roses, lilies, tiger lilies, honeysuckle and jasmine. It is also designed to moisturise and rejuvenate the skin, thus improving the skin texture. Niacinamide helps tired and sagging skin to become clean, bright and pure as snow. It is free from-paraben, fragrance and pigments. It is dermatologically tried and tested"
16495,Perfect Radiance - Lightening Light Cream With Sunscreen,Beauty & Hygiene,Skin Care,Lakme,287.0,410.0,Face Care,3.9,"Inspired by the illuminate trend, Lakme's Perfect Radiance range is now elevated to a new level of luxury and efficacy. The high-resolution clarity of a crystal is now captured in the New Lakme Absolute Perfect Radiance range. If you wish for skin that has a flawless and illuminating glow, then this Lakme Absolute Perfect Radiance Skin Lightening Day Creme is formulated just for you. This Skin Lightening Day creme with precious micro-crystals and skin lightening vitamins gives you a fair, illuminated look. Moisture-rich yet so ultra-light this creme melts into your skin with a silky feel. This formulation gently polishes your skin to reveal that illuminated look. This Day Creme replenishes and moisturises your skin giving it an instant fairer glow. Its advanced skin lightening formula is infused with vitamins, to give you a radiant, flawless skin. Its smooth, rich texture suits all skin types and is perfect to add to your cosmetic kit. Its sunscreen with SPF 30 protects your skin from sun damage. Along with luminous, glowing skin, the day cream gives you an even skin surface. It prevents dark spots, blemishes, and breakouts giving you the perfect, radiant look. Look younger and glow every day with the Lakme Perfect Radiance Fairness Day Creme."
16521,Litchi Shine Lip Care,Beauty & Hygiene,Skin Care,Himalaya,120.0,150.0,Lip Care,3.6,"Shine with Himalaya Herbals naturally glossy Litchi Shine Lip Care. Shine with Himalaya Herbals naturally glossy Litchi Shine Lip Care. Our luxurious lip balm moisturizes your lips to keep them soft and supple. The moisture-retention formula with skin soothers makes your lips naturally glossy while the antioxidants and natural actives care for your lips by protecting them from environmental damage. Enriched with 100% natural colour, Vitamin E and antioxidants, Litchi Shine Lip Care is free from preservatives, petroleum jelly, mineral oil and silicone."
16579,"Total Care Baby Pants - Large, 9S",Baby Care,Diapers & Wipes,Himalaya,140.0,140.0,Diapers,4.2,"Powered by a natural anti-rash shield, Indian Aloe and Yashad Bhasma (Zinc Oxide, that prevents the risk of diaper rash), it is soft and has an easy-to-fit design. It offers care and comfort to your baby; silky soft inner layer for soft & sensitive skin.Breathable fabric ensures proper air circulation and leakproof soft elastic edges prevent leakage. Super Absorbent Polymer (SAP) layer rapidly absorbs multiple wettings and provides maximum protection from dampness. Wetness indicator turns green to show when baby wets the diaper keeps skin dry so that baby gets an undisturbed and restful sleep."
16610,Absolute Ideal Tone Refinishing Day Cream - SPF 50,Beauty & Hygiene,Skin Care,Lakme,749.25,999.0,Face Care,5.0,"Introducing the New Lakme Absolute Ideal Tone Refinishing Day Cream SPF 50 PA +++. Formulated by Lakme experts, it is infused with gentle pineapple fruit extract which helps transform dull and uneven skin. It contains a breakthrough natural prebiotic ingredient that is known to boost skin’s own natural defence against dullness causing external aggressors. It contains SPF 50 PA +++ which protects your skin from the damaging effects of harmful UVA/UVB sun rays. Your skin is left looking visibly flawless with an even skin tone. Usage: Open the cap and pump the cream out twice and apply in dots over a cleansed face and neck. Gently massage in circular movements to blend into your skin. Apply at least 20 minutes before stepping out into the sun and reapply every 3-4 hours for maximum broad-spectrum UV protection. Use daily for best results! Try the Lakme Absolute Ideal Tone Refinishing range by using this day cream along with the Ideal Tone Refinishing Night Concentrate. Use together for visibly flawless and even looking skin! The night concentrate is a potent refinishing formula that may increase the sensitivity of your skin, it is essential to use an effective sunscreen before stepping out into the sun the morning after using the concentrate."
16645,Stretch Mark Oil - For Moms,Baby Care,Mothers & Maternity,Himalaya,250.0,250.0,Maternity Personal Care,4.2,"Himalaya Stretch Mark Oil For Moms is a range of gentle, safe and effective products specially formulated for women during pregnancy and beyond. Combining the best of Ayurveda with years of scientific research, these products effectively restore the natural health and vitality of the skin. Himalaya For Moms Stretch Mark Oil is an advanced herb-oil formula with ingredients safe to be used during and after pregnancy. A powerful blend of the herbs Centella, Pomegranate and Licorice infused in the oils of Sweet Almond, Wheat Germ, Virgin Coconut, Olive and Sesame help skin elasticity, reduce the appearance of stretch marks and sagging skin and soothe itching due to dryness."
16709,Skin Naturals - Moisturizing Serum-In-Lotion,Beauty & Hygiene,Skin Care,Garnier,111.75,149.0,Face Care,4.2,"Garnier Light Complete Lotion is a daily use moisturizing serum-in-lotion for body and face. It is enriched with Yuzu Lemon Essence and Vitamin C which lightens dark spots and brightens skin tone. It also intensely moisturizes the skin making it feel soft, supple and nourished all day. It has UVA/UVB filters which protect the skin from harmful effects of the sun. The lotion is fast-absorbing and non-sticky and can be used on face and body both. The light weight face and body lotion can be used throughout the year, even during the summers. Garnier Light Complete Lotion is a moisturizing serum-in-lotion. Lightens dark spots and brightens skin tone. Skin feels soft, supple and nourished all day. Is enriched with Yuzu Lemon Essence and Vitamin C. Has UVA/UVB filters known to protect skin from the sun."
16798,Absolute Hydra Pro Gel Day Creme,Beauty & Hygiene,Skin Care,Lakme,510.0,600.0,Face Care,4.1,"Feel an instant rush of hydration with Lakme Hydra Pro Range. Lakme Absolute Hydra Pro Gel Creme locks in hydration and improves skin texture, reduces moisture loss giving your skin a dewy – fresh, hydrated look. This lightweight gel formula is infused with revolutionary water bank molecule, hyaluronic acid, it instantly plumps up the skin. It is clinically proven to instantly boost skin hydration* by 70% and lock in hydration for 72 hours. For superior results, use Lakme Absolute Hydra Pro Gel Creme during the day and Overnight gel before going to bed to get supple, fresh-looking skin."
